Geneid,SRR36692440
ENSG00000153707,6875
ENSG00000107331,1088
ENSG00000223716,0
ENSG00000137124,750
ENSG00000137142,20909
ENSG00000225254,0
ENSG00000215165,0
ENSG00000229511,0
ENSG00000237487,0
ENSG00000243085,0
ENSG00000176007,0
ENSG00000204860,6
ENSG00000237557,0
ENSG00000252725,0
ENSG00000214654,374
ENSG00000232176,97
ENSG00000137145,1576
ENSG00000232978,0
ENSG00000272842,20
ENSG00000273226,22
ENSG00000137154,59974
ENSG00000234853,0
ENSG00000285911,0
ENSG00000177076,127
ENSG00000260912,127
ENSG00000231909,0
ENSG00000232158,0
ENSG00000276667,0
ENSG00000261402,4
ENSG00000270712,0
ENSG00000277711,0
ENSG00000155886,42
ENSG00000107036,578
ENSG00000225408,0
ENSG00000223621,0
ENSG00000120215,0
ENSG00000099219,710
ENSG00000258728,10
ENSG00000137070,4
ENSG00000119321,639
ENSG00000178966,2549
ENSG00000165269,0
ENSG00000165271,879
ENSG00000130713,1016
ENSG00000228467,0
ENSG00000212864,285
ENSG00000165684,106
ENSG00000283329,0
ENSG00000207581,0
ENSG00000264823,0
ENSG00000119508,1259
ENSG00000136874,1330
ENSG00000254571,0
ENSG00000239908,0
ENSG00000238172,4
ENSG00000270995,0
ENSG00000231697,0
ENSG00000136861,1002
ENSG00000148215,0
ENSG00000197768,0
ENSG00000164975,3875
ENSG00000130045,3
ENSG00000198722,2170
ENSG00000106823,294
ENSG00000106852,0
ENSG00000289220,0
ENSG00000231806,23
ENSG00000229694,0
ENSG00000288865,0
ENSG00000289079,0
ENSG00000288963,0
ENSG00000237422,0
ENSG00000289166,0
ENSG00000289185,0
ENSG00000225489,2
ENSG00000288838,19
ENSG00000268364,27
ENSG00000288903,0
ENSG00000289285,0
ENSG00000288968,0
ENSG00000286718,0
ENSG00000289440,24
ENSG00000203993,312
ENSG00000236404,560
ENSG00000289214,0
ENSG00000288876,0
ENSG00000023318,3354
ENSG00000215236,0
ENSG00000234709,0
ENSG00000237073,0
ENSG00000282897,0
ENSG00000233817,0
ENSG00000227482,0
ENSG00000214669,0
ENSG00000178243,0
ENSG00000235572,0
ENSG00000224682,0
ENSG00000225361,26
ENSG00000196422,755
ENSG00000160345,212
ENSG00000226706,12
ENSG00000160349,0
ENSG00000122136,0
ENSG00000289000,0
ENSG00000126883,1238
ENSG00000286428,0
ENSG00000169155,908
ENSG00000288995,0
ENSG00000136859,332
ENSG00000172785,1073
ENSG00000263403,0
ENSG00000265181,0
ENSG00000224599,0
ENSG00000236252,0
ENSG00000267085,0
ENSG00000204780,0
ENSG00000204779,0
ENSG00000204778,10
ENSG00000287329,0
ENSG00000276723,0
ENSG00000280286,0
ENSG00000147996,548
ENSG00000204776,0
ENSG00000237904,0
ENSG00000235893,0
ENSG00000231701,0
ENSG00000279688,0
ENSG00000184659,0
ENSG00000181404,33
ENSG00000187796,0
ENSG00000289701,0
ENSG00000230221,2
ENSG00000158169,1096
ENSG00000251697,0
ENSG00000205143,14
ENSG00000119408,2157
ENSG00000235204,0
ENSG00000227200,0
ENSG00000136930,6645
ENSG00000136931,0
ENSG00000231149,0
ENSG00000175854,458
ENSG00000228142,0
ENSG00000182150,805
ENSG00000221829,898
ENSG00000234829,0
ENSG00000232138,0
ENSG00000228083,0
ENSG00000224416,0
ENSG00000147873,0
ENSG00000226393,4
ENSG00000198642,13275
ENSG00000188379,0
ENSG00000261696,0
ENSG00000231195,0
ENSG00000235108,0
ENSG00000120242,0
ENSG00000237691,0
ENSG00000197919,0
ENSG00000238271,0
ENSG00000199177,0
ENSG00000264379,0
ENSG00000227443,0
ENSG00000184995,0
ENSG00000255036,0
ENSG00000254876,2
ENSG00000254633,0
ENSG00000197816,2
ENSG00000221269,0
ENSG00000228957,0
ENSG00000286375,26
ENSG00000159712,0
ENSG00000289356,0
ENSG00000229146,0
ENSG00000276257,0
ENSG00000275030,0
ENSG00000284611,0
ENSG00000284658,0
ENSG00000278720,0
ENSG00000286945,0
ENSG00000233765,0
ENSG00000260691,0
ENSG00000285580,0
ENSG00000238551,0
ENSG00000224185,0
ENSG00000224762,0
ENSG00000289725,0
ENSG00000229156,0
ENSG00000224106,0
ENSG00000233569,0
ENSG00000235133,0
ENSG00000201444,0
ENSG00000231901,0
ENSG00000234782,38
ENSG00000284977,3
ENSG00000289735,0
ENSG00000289736,2
ENSG00000229835,2
ENSG00000244230,0
ENSG00000099810,964
ENSG00000264545,0
ENSG00000229298,6
ENSG00000265194,0
ENSG00000279670,0
ENSG00000264801,0
ENSG00000224854,0
ENSG00000147889,8
ENSG00000240498,1
ENSG00000266446,0
ENSG00000147883,118
ENSG00000215221,0
ENSG00000274055,0
ENSG00000277653,0
ENSG00000236921,0
ENSG00000223478,68
ENSG00000244213,0
ENSG00000198853,2226
ENSG00000287287,0
ENSG00000235619,0
ENSG00000215187,9
ENSG00000227852,0
ENSG00000279073,0
ENSG00000199411,0
ENSG00000263697,0
ENSG00000122140,386
ENSG00000237553,0
ENSG00000107014,66
ENSG00000214195,0
ENSG00000107018,14
ENSG00000272866,4
ENSG00000231967,5
ENSG00000107020,1312
ENSG00000214190,0
ENSG00000120217,28
ENSG00000197646,4
ENSG00000231509,0
ENSG00000120162,1028
ENSG00000287355,17
ENSG00000147896,0
ENSG00000285103,8
ENSG00000147894,2483
ENSG00000215441,0
ENSG00000260390,0
ENSG00000260412,0
ENSG00000229060,0
ENSG00000287551,0
ENSG00000224955,0
ENSG00000215966,0
ENSG00000215939,0
ENSG00000230276,0
ENSG00000277646,0
ENSG00000229834,0
ENSG00000230097,0
ENSG00000174482,532
ENSG00000177125,1098
ENSG00000225856,0
ENSG00000228658,0
ENSG00000213694,2730
ENSG00000148082,3043
ENSG00000224945,30
ENSG00000123975,1868
ENSG00000265112,0
ENSG00000252942,0
ENSG00000227269,0
ENSG00000240235,0
ENSG00000119523,1086
ENSG00000106803,2574
ENSG00000222337,0
ENSG00000255815,0
ENSG00000271086,4
ENSG00000277828,0
ENSG00000287955,0
ENSG00000277465,0
ENSG00000106799,12069
ENSG00000289031,0
ENSG00000197724,2117
ENSG00000048828,1420
ENSG00000203396,0
ENSG00000204246,0
ENSG00000179055,0
ENSG00000285082,0
ENSG00000231995,2
ENSG00000231212,0
ENSG00000236450,0
ENSG00000252133,0
ENSG00000275230,0
ENSG00000204802,2
ENSG00000233651,0
ENSG00000226429,0
ENSG00000224603,0
ENSG00000232827,0
ENSG00000204801,0
ENSG00000226007,4
ENSG00000278213,0
ENSG00000234217,0
ENSG00000236825,0
ENSG00000234451,0
ENSG00000288694,0
ENSG00000107282,989
ENSG00000261447,4
ENSG00000188647,4566
ENSG00000225626,0
ENSG00000201583,0
ENSG00000070214,5359
ENSG00000289227,0
ENSG00000119383,3723
ENSG00000229314,0
ENSG00000228278,0
ENSG00000106948,204
ENSG00000095397,111
ENSG00000119522,770
ENSG00000236668,0
ENSG00000233909,0
ENSG00000136816,963
ENSG00000136827,2153
ENSG00000136819,1816
ENSG00000136878,653
ENSG00000276124,0
ENSG00000224988,0
ENSG00000288924,103
ENSG00000230684,0
ENSG00000270755,0
ENSG00000148180,3335
ENSG00000106804,669
ENSG00000107164,3038
ENSG00000158079,342
ENSG00000227666,0
ENSG00000286834,24
ENSG00000286203,0
ENSG00000199165,0
ENSG00000199072,0
ENSG00000230262,0
ENSG00000199133,0
ENSG00000136848,1260
ENSG00000122733,250
ENSG00000283526,1
ENSG00000157654,1863
ENSG00000284976,0
ENSG00000276040,0
ENSG00000283205,0
ENSG00000275969,0
ENSG00000120235,0
ENSG00000233816,0
ENSG00000179058,0
ENSG00000236637,0
ENSG00000167110,900
ENSG00000287038,373
ENSG00000136869,264
ENSG00000165282,747
ENSG00000196990,10
ENSG00000261018,2
ENSG00000123454,0
ENSG00000225756,0
ENSG00000187616,0
ENSG00000160323,9
ENSG00000173068,118
ENSG00000235832,0
ENSG00000235310,0
ENSG00000277869,0
ENSG00000274893,1
ENSG00000273668,0
ENSG00000275026,0
ENSG00000278068,0
ENSG00000289843,38
ENSG00000275465,0
ENSG00000285634,0
ENSG00000225655,6
ENSG00000226752,667
ENSG00000179082,0
ENSG00000288891,57
ENSG00000286685,6
ENSG00000230185,47
ENSG00000228392,0
ENSG00000224307,0
ENSG00000225434,0
ENSG00000270332,8
ENSG00000227355,0
ENSG00000284418,0
ENSG00000226197,0
ENSG00000277631,1
ENSG00000254473,79
ENSG00000225194,0
ENSG00000237461,10
ENSG00000289933,0
ENSG00000232104,70
ENSG00000226237,16
ENSG00000234323,10
ENSG00000289123,0
ENSG00000236849,0
ENSG00000237372,4
ENSG00000204054,183
ENSG00000171889,1
ENSG00000233926,22
ENSG00000281649,4334
ENSG00000233016,837
ENSG00000287168,10
ENSG00000288989,4
ENSG00000230074,76
ENSG00000175611,100
ENSG00000250850,0
ENSG00000289969,0
ENSG00000278910,6
ENSG00000233901,87
ENSG00000224020,140
ENSG00000289987,0
ENSG00000289993,12
ENSG00000273061,14
ENSG00000232939,0
ENSG00000286162,40
ENSG00000236924,16
ENSG00000225706,944
ENSG00000234506,0
ENSG00000288873,0
ENSG00000286322,0
ENSG00000273036,0
ENSG00000284612,0
ENSG00000180071,0
ENSG00000230453,0
ENSG00000234373,0
ENSG00000270691,0
ENSG00000238002,0
ENSG00000232494,0
ENSG00000260564,0
ENSG00000279715,0
ENSG00000280366,0
ENSG00000286793,0
ENSG00000238529,0
ENSG00000273900,0
ENSG00000275144,0
ENSG00000230635,0
ENSG00000229079,0
ENSG00000213816,0
ENSG00000276128,0
ENSG00000277737,0
ENSG00000185963,1298
ENSG00000288062,14
ENSG00000288271,0
ENSG00000252772,0
ENSG00000226721,0
ENSG00000275318,14
ENSG00000127081,785
ENSG00000232843,0
ENSG00000188101,0
ENSG00000224848,19
ENSG00000203279,2
ENSG00000216829,0
ENSG00000233424,0
ENSG00000204818,0
ENSG00000224537,0
ENSG00000229613,24
ENSG00000165023,5055
ENSG00000236316,2
ENSG00000270432,0
ENSG00000196116,710
ENSG00000237886,2
ENSG00000279256,0
ENSG00000254261,0
ENSG00000252580,0
ENSG00000136938,4918
ENSG00000236896,0
ENSG00000212521,0
ENSG00000095380,584
ENSG00000106785,21
ENSG00000274011,0
ENSG00000106789,48
ENSG00000095383,26
ENSG00000278412,0
ENSG00000224001,0
ENSG00000107242,472
ENSG00000187866,1178
ENSG00000236998,8
ENSG00000236733,0
ENSG00000288771,0
ENSG00000207206,0
ENSG00000252167,0
ENSG00000200969,0
ENSG00000230846,0
ENSG00000189357,0
ENSG00000267559,0
ENSG00000186788,0
ENSG00000237770,0
ENSG00000214929,0
ENSG00000289295,12
ENSG00000276963,0
ENSG00000278331,0
ENSG00000275390,4
ENSG00000276868,0
ENSG00000275377,0
ENSG00000280077,85
ENSG00000279456,107
ENSG00000278175,206
ENSG00000288956,2
ENSG00000289226,0
ENSG00000187239,1052
ENSG00000251960,0
ENSG00000155158,256
ENSG00000240240,0
ENSG00000243641,0
ENSG00000234534,0
ENSG00000182347,0
ENSG00000227730,0
ENSG00000228166,0
ENSG00000224083,0
ENSG00000235917,0
ENSG00000228097,0
ENSG00000237711,0
ENSG00000236254,0
ENSG00000230225,0
ENSG00000236567,0
ENSG00000254017,0
ENSG00000120210,0
ENSG00000120211,0
ENSG00000138835,693
ENSG00000119396,9960
ENSG00000228395,4
ENSG00000234705,0
ENSG00000277027,50
ENSG00000197694,12055
ENSG00000224092,0
ENSG00000080503,1439
ENSG00000236199,0
ENSG00000289159,0
ENSG00000289163,0
ENSG00000083067,759
ENSG00000165119,41652
ENSG00000136854,4230
ENSG00000288727,0
ENSG00000126882,64
ENSG00000097007,2495
ENSG00000235481,23
ENSG00000288949,0
ENSG00000240853,0
ENSG00000231018,0
ENSG00000212395,0
ENSG00000236687,0
ENSG00000229817,0
ENSG00000106952,0
ENSG00000236461,1
ENSG00000234692,31
ENSG00000041982,5466
ENSG00000290538,0
ENSG00000184906,0
ENSG00000290546,0
ENSG00000237238,0
ENSG00000290549,10
ENSG00000228430,0
ENSG00000290551,0
ENSG00000228522,0
ENSG00000290559,0
ENSG00000179766,0
ENSG00000290567,6
ENSG00000182021,0
ENSG00000290573,0
ENSG00000287988,0
ENSG00000290579,0
ENSG00000233013,0
ENSG00000290585,0
ENSG00000176134,0
ENSG00000290586,0
ENSG00000159247,0
ENSG00000290588,4
ENSG00000225511,0
ENSG00000290644,0
ENSG00000276717,0
ENSG00000290645,0
ENSG00000204352,0
ENSG00000290685,2
ENSG00000198416,23
ENSG00000290717,0
ENSG00000223839,0
ENSG00000188029,0
ENSG00000290757,0
ENSG00000235248,0
ENSG00000290765,0
ENSG00000257198,0
ENSG00000290768,0
ENSG00000170827,0
ENSG00000290769,0
ENSG00000196312,0
ENSG00000290770,949
ENSG00000204173,0
ENSG00000290837,17
ENSG00000276832,0
ENSG00000290848,0
ENSG00000237743,0
ENSG00000290881,0
ENSG00000214888,0
ENSG00000290882,0
ENSG00000234460,0
ENSG00000290883,0
ENSG00000224045,0
ENSG00000290889,0
ENSG00000225345,0
ENSG00000290907,0
ENSG00000277778,0
ENSG00000290923,4
ENSG00000165121,2
ENSG00000290924,7
ENSG00000279955,0
ENSG00000290938,0
ENSG00000183148,0
ENSG00000274628,0
ENSG00000290970,0
ENSG00000276203,0
ENSG00000290971,0
ENSG00000172014,0
ENSG00000290972,4
ENSG00000227449,0
ENSG00000291011,1
ENSG00000288690,0
ENSG00000291012,0
ENSG00000283162,0
ENSG00000291061,0
ENSG00000276291,0
ENSG00000291075,147
ENSG00000236816,0
ENSG00000291166,0
ENSG00000286506,0
ENSG00000291167,0
ENSG00000187984,0
ENSG00000291168,12
ENSG00000226668,0
ENSG00000291169,0
ENSG00000287276,0
ENSG00000291170,0
ENSG00000240632,0
ENSG00000291172,0
ENSG00000204837,0
ENSG00000291181,0
ENSG00000232000,0
ENSG00000291185,320
ENSG00000283945,0
ENSG00000291187,0
ENSG00000269929,10
ENSG00000197191,11
ENSG00000106976,996
ENSG00000228307,0
ENSG00000137075,6508
ENSG00000122705,6470
ENSG00000223795,0
ENSG00000228877,0
ENSG00000227150,0
ENSG00000130635,2200
ENSG00000204011,0
ENSG00000286502,2
ENSG00000264744,0
ENSG00000265872,0
ENSG00000265848,0
ENSG00000264163,0
ENSG00000264136,0
ENSG00000266827,0
ENSG00000266514,0
ENSG00000232355,0
ENSG00000160339,0
ENSG00000085265,0
ENSG00000236403,0
ENSG00000279935,0
ENSG00000228401,0
ENSG00000289552,12
ENSG00000227835,0
ENSG00000291284,0
ENSG00000290482,0
ENSG00000291287,0
ENSG00000290969,0
ENSG00000290718,0
ENSG00000106829,3390
ENSG00000213221,3
ENSG00000238058,88
ENSG00000130560,1044
ENSG00000148411,790
ENSG00000260193,14
ENSG00000238227,868
ENSG00000275329,18
ENSG00000107187,0
ENSG00000165661,926
ENSG00000260220,0
ENSG00000279813,0
ENSG00000283769,0
ENSG00000288701,6704
ENSG00000291303,0
ENSG00000250068,15
ENSG00000148153,2402
ENSG00000226609,10
ENSG00000148158,2150
ENSG00000291094,4
ENSG00000228623,226
ENSG00000107263,2631
ENSG00000176884,925
ENSG00000176978,766
ENSG00000130948,0
ENSG00000285269,0
ENSG00000232283,0
ENSG00000207276,0
ENSG00000130958,79
ENSG00000165244,204
ENSG00000238251,20
ENSG00000286835,4
ENSG00000287302,0
ENSG00000130956,631
ENSG00000081377,232
ENSG00000289459,0
ENSG00000287750,10
ENSG00000230246,0
ENSG00000086062,82
ENSG00000233554,0
ENSG00000252224,0
ENSG00000122711,0
ENSG00000107262,2020
ENSG00000086065,6002
ENSG00000200544,0
ENSG00000137076,1967
ENSG00000180264,0
ENSG00000136811,900
ENSG00000165688,1763
ENSG00000234644,0
ENSG00000099139,439
ENSG00000231137,0
ENSG00000135002,5646
ENSG00000234618,16
ENSG00000233814,0
ENSG00000280094,0
ENSG00000226562,0
ENSG00000205274,0
ENSG00000078902,2107
ENSG00000284438,0
ENSG00000269821,0
ENSG00000284546,0
ENSG00000255153,20
ENSG00000284018,0
ENSG00000117983,0
ENSG00000174672,1682
ENSG00000175800,0
ENSG00000255177,0
ENSG00000171999,0
ENSG00000221996,0
ENSG00000053918,16
ENSG00000287935,34
ENSG00000132109,284
ENSG00000236175,0
ENSG00000285985,0
ENSG00000255492,0
ENSG00000149054,403
ENSG00000254946,0
ENSG00000256206,0
ENSG00000110328,225
ENSG00000254661,0
ENSG00000286959,0
ENSG00000175868,38
ENSG00000283873,0
ENSG00000254444,0
ENSG00000284306,0
ENSG00000255323,0
ENSG00000177054,1473
ENSG00000254542,0
ENSG00000149050,110
ENSG00000254456,0
ENSG00000255558,0
ENSG00000215182,0
ENSG00000255260,0
ENSG00000240298,0
ENSG00000170748,0
ENSG00000240036,52
ENSG00000225477,0
ENSG00000255291,0
ENSG00000286960,0
ENSG00000134343,10
ENSG00000255370,0
ENSG00000271491,0
ENSG00000255351,0
ENSG00000254878,0
ENSG00000129170,0
ENSG00000255496,0
ENSG00000170743,1058
ENSG00000254622,0
ENSG00000255175,0
ENSG00000255300,0
ENSG00000255179,0
ENSG00000255018,0
ENSG00000238149,0
ENSG00000254598,1
ENSG00000255388,0
ENSG00000255454,0
ENSG00000255029,0
ENSG00000254540,0
ENSG00000183161,2374
ENSG00000286521,0
ENSG00000254418,0
ENSG00000254784,0
ENSG00000167333,574
ENSG00000246225,0
ENSG00000286275,0
ENSG00000254516,0
ENSG00000254594,0
ENSG00000152219,2235
ENSG00000254816,0
ENSG00000255281,0
ENSG00000255308,7
ENSG00000129158,269
ENSG00000121691,1222
ENSG00000255293,0
ENSG00000255270,6
ENSG00000149100,7394
ENSG00000166478,866
ENSG00000255347,0
ENSG00000281880,68
ENSG00000255117,0
ENSG00000254564,0
ENSG00000254934,0
ENSG00000109851,6
ENSG00000255092,0
ENSG00000255525,0
ENSG00000129151,518
ENSG00000287227,0
ENSG00000187398,858
ENSG00000254819,0
ENSG00000270607,57
ENSG00000242729,0
ENSG00000228061,0
ENSG00000179431,1987
ENSG00000254532,25
ENSG00000254606,0
ENSG00000177447,0
ENSG00000255462,0
ENSG00000255186,0
ENSG00000254627,0
ENSG00000254645,0
ENSG00000279004,0
ENSG00000254567,0
ENSG00000254993,0
ENSG00000254695,0
ENSG00000258817,0
ENSG00000265973,0
ENSG00000255199,0
ENSG00000254861,0
ENSG00000254754,0
ENSG00000254560,14
ENSG00000255167,0
ENSG00000254725,0
ENSG00000184937,0
ENSG00000283605,0
ENSG00000260811,0
ENSG00000249867,0
ENSG00000255111,0
ENSG00000233301,0
ENSG00000221954,0
ENSG00000255043,0
ENSG00000255227,0
ENSG00000255563,0
ENSG00000133818,1088
ENSG00000255268,0
ENSG00000255193,0
ENSG00000254547,0
ENSG00000255338,0
ENSG00000254465,0
ENSG00000254472,0
ENSG00000197161,0
ENSG00000272882,0
ENSG00000287538,0
ENSG00000244267,0
ENSG00000279675,251
ENSG00000262655,2688
ENSG00000255110,0
ENSG00000255490,0
ENSG00000255477,0
ENSG00000255123,0
ENSG00000255271,0
ENSG00000254496,0
ENSG00000255190,0
ENSG00000270903,4
ENSG00000255019,0
ENSG00000255452,0
ENSG00000255109,0
ENSG00000245573,155
ENSG00000285705,0
ENSG00000255550,0
ENSG00000255204,0
ENSG00000214883,0
ENSG00000254940,0
ENSG00000236919,0
ENSG00000255086,0
ENSG00000254668,0
ENSG00000254836,0
ENSG00000277803,0
ENSG00000254686,0
ENSG00000205030,0
ENSG00000086205,10
ENSG00000198168,1280
ENSG00000184789,0
ENSG00000255442,0
ENSG00000170946,1003
ENSG00000255416,0
ENSG00000186113,0
ENSG00000181943,0
ENSG00000182565,0
ENSG00000254487,0
ENSG00000219061,0
ENSG00000205213,5830
ENSG00000254408,0
ENSG00000255433,34
ENSG00000275725,0
ENSG00000227160,0
ENSG00000254828,0
ENSG00000240881,0
ENSG00000255349,0
ENSG00000255078,0
ENSG00000254637,0
ENSG00000255001,0
ENSG00000123447,0
ENSG00000254800,0
ENSG00000197254,0
ENSG00000226268,2
ENSG00000255427,0
ENSG00000260595,0
ENSG00000279761,0
ENSG00000254412,0
ENSG00000255543,0
ENSG00000186509,0
ENSG00000279514,0
ENSG00000288177,0
ENSG00000254526,0
ENSG00000255096,0
ENSG00000255499,0
ENSG00000254624,0
ENSG00000181837,0
ENSG00000255040,6
ENSG00000186082,0
ENSG00000255214,0
ENSG00000255283,0
ENSG00000183134,0
ENSG00000166326,4742
ENSG00000255500,2
ENSG00000110048,2520
ENSG00000176555,0
ENSG00000172772,0
ENSG00000254807,0
ENSG00000197786,0
ENSG00000286983,0
ENSG00000286382,0
ENSG00000280288,0
ENSG00000274150,0
ENSG00000255489,0
ENSG00000255357,0
ENSG00000244176,0
ENSG00000221840,0
ENSG00000255375,0
ENSG00000254926,0
ENSG00000254919,0
ENSG00000255279,0
ENSG00000167996,9337
ENSG00000149503,763
ENSG00000254894,0
ENSG00000241228,0
ENSG00000135362,530
ENSG00000110442,2242
ENSG00000124935,0
ENSG00000254518,0
ENSG00000285283,0
ENSG00000285895,0
ENSG00000186660,3338
ENSG00000225997,0
ENSG00000255333,0
ENSG00000216708,0
ENSG00000240975,0
ENSG00000271369,248
ENSG00000149124,2
ENSG00000255309,0
ENSG00000255368,0
ENSG00000254708,0
ENSG00000255450,0
ENSG00000254544,0
ENSG00000150244,0
ENSG00000255359,0
ENSG00000254743,0
ENSG00000254669,0
ENSG00000185238,814
ENSG00000254768,160
ENSG00000271350,0
ENSG00000227806,0
ENSG00000272900,0
ENSG00000167825,0
ENSG00000187612,0
ENSG00000162174,510
ENSG00000224411,54
ENSG00000254589,0
ENSG00000279266,0
ENSG00000109911,1032
ENSG00000166016,160
ENSG00000255451,0
ENSG00000255171,0
ENSG00000255553,0
ENSG00000236607,0
ENSG00000255139,14
ENSG00000172289,0
ENSG00000254562,0
ENSG00000220204,0
ENSG00000255118,7
ENSG00000166889,1316
ENSG00000255160,0
ENSG00000254822,0
ENSG00000134827,28
ENSG00000254566,0
ENSG00000152270,242
ENSG00000257058,0
ENSG00000255418,0
ENSG00000149516,315
ENSG00000254734,0
ENSG00000254403,0
ENSG00000254584,2
ENSG00000254530,0
ENSG00000255252,0
ENSG00000255073,0
ENSG00000242834,0
ENSG00000270588,0
ENSG00000255106,0
ENSG00000124942,7686
ENSG00000148948,1634
ENSG00000167995,122
ENSG00000254454,4
ENSG00000234964,20
ENSG00000168515,0
ENSG00000269570,0
ENSG00000011347,557
ENSG00000124900,0
ENSG00000148942,0
ENSG00000255218,0
ENSG00000149021,0
ENSG00000255538,0
ENSG00000254477,0
ENSG00000255047,0
ENSG00000255331,0
ENSG00000240554,0
ENSG00000255845,0
ENSG00000129173,18
ENSG00000280321,4
ENSG00000157570,3078
ENSG00000242527,0
ENSG00000254772,0
ENSG00000165973,3209
ENSG00000255508,0
ENSG00000237272,0
ENSG00000287373,44
ENSG00000254404,0
ENSG00000270929,0
ENSG00000250659,0
ENSG00000148950,223
ENSG00000134812,0
ENSG00000205029,0
ENSG00000254914,0
ENSG00000255393,0
ENSG00000124939,0
ENSG00000176971,494
ENSG00000197745,0
ENSG00000255431,0
ENSG00000255267,3
ENSG00000255959,0
ENSG00000110107,3112
ENSG00000255446,0
ENSG00000254906,12
ENSG00000261340,0
ENSG00000287264,0
ENSG00000149507,45
ENSG00000242689,16
ENSG00000255126,0
ENSG00000110484,0
ENSG00000169519,893
ENSG00000285740,0
ENSG00000176697,204
ENSG00000179241,2305
ENSG00000255355,6
ENSG00000166902,495
ENSG00000286418,2
ENSG00000285751,0
ENSG00000285656,0
ENSG00000271028,0
ENSG00000254651,0
ENSG00000256813,0
ENSG00000279395,0
ENSG00000110104,223
ENSG00000255213,0
ENSG00000254862,2
ENSG00000181995,0
ENSG00000255041,0
ENSG00000255505,0
ENSG00000271332,22
ENSG00000148943,4518
ENSG00000255421,0
ENSG00000132749,78
ENSG00000255081,0
ENSG00000173227,50
ENSG00000254672,0
ENSG00000254447,0
ENSG00000255519,0
ENSG00000254582,0
ENSG00000169550,0
ENSG00000254514,0
ENSG00000021300,1170
ENSG00000279297,0
ENSG00000255178,0
ENSG00000254746,28
ENSG00000255385,0
ENSG00000186895,243
ENSG00000256568,0
ENSG00000255162,0
ENSG00000166013,0
ENSG00000255132,0
ENSG00000254885,0
ENSG00000255187,0
ENSG00000280430,0
ENSG00000286665,0
ENSG00000283601,0
ENSG00000254579,0
ENSG00000254915,0
ENSG00000280367,6
ENSG00000077514,799
ENSG00000284722,0
ENSG00000280307,0
ENSG00000270323,0
ENSG00000166012,1243
ENSG00000248990,0
ENSG00000137478,2263
ENSG00000255995,0
ENSG00000280010,9
ENSG00000279438,0
ENSG00000166025,2817
ENSG00000254747,0
ENSG00000255391,0
ENSG00000278980,0
ENSG00000255928,0
ENSG00000256148,12
ENSG00000278929,0
ENSG00000260808,0
ENSG00000255540,0
ENSG00000255295,0
ENSG00000214414,0
ENSG00000279603,0
ENSG00000268635,0
ENSG00000166004,124
ENSG00000184384,626
ENSG00000214391,52
ENSG00000280201,0
ENSG00000261645,24
ENSG00000254971,0
ENSG00000254437,0
ENSG00000279299,0
ENSG00000197692,0
ENSG00000255482,0
ENSG00000255504,0
ENSG00000245832,3
ENSG00000279045,0
ENSG00000255209,0
ENSG00000279696,57
ENSG00000254985,0
ENSG00000279341,0
ENSG00000178301,230
ENSG00000279163,0
ENSG00000256007,0
ENSG00000256752,0
ENSG00000280085,0
ENSG00000170967,0
ENSG00000255515,0
ENSG00000255039,4
ENSG00000256469,0
ENSG00000077498,0
ENSG00000254677,0
ENSG00000287802,0
ENSG00000279454,0
ENSG00000254599,0
ENSG00000277459,6
ENSG00000254758,0
ENSG00000118113,0
ENSG00000254794,0
ENSG00000279697,0
ENSG00000285835,2
ENSG00000077616,214
ENSG00000137691,347
ENSG00000250946,0
ENSG00000255102,0
ENSG00000280093,0
ENSG00000137675,0
ENSG00000255256,0
ENSG00000255353,0
ENSG00000165895,334
ENSG00000204455,0
ENSG00000224829,0
ENSG00000255059,0
ENSG00000231726,0
ENSG00000270449,0
ENSG00000270753,0
ENSG00000023445,6
ENSG00000149289,4101
ENSG00000086991,60
ENSG00000255337,5
ENSG00000173156,46
ENSG00000255345,0
ENSG00000274584,0
ENSG00000255183,0
ENSG00000279701,0
ENSG00000254911,0
ENSG00000255376,0
ENSG00000234751,0
ENSG00000255285,0
ENSG00000280124,0
ENSG00000254587,0
ENSG00000279209,0
ENSG00000179331,189
ENSG00000255380,0
ENSG00000284057,0
ENSG00000042429,127
ENSG00000255028,8
ENSG00000181333,2
ENSG00000255548,1
ENSG00000261098,148
ENSG00000255170,0
ENSG00000286555,0
ENSG00000214376,50
ENSG00000255210,0
ENSG00000168930,0
ENSG00000260008,0
ENSG00000278953,0
ENSG00000123892,76
ENSG00000069482,6
ENSG00000279248,0
ENSG00000254987,0
ENSG00000270179,6
ENSG00000271600,0
ENSG00000255282,0
ENSG00000137673,0
ENSG00000110660,72
ENSG00000137674,0
ENSG00000285842,0
ENSG00000255332,0
ENSG00000279056,0
ENSG00000054967,114
ENSG00000255501,0
ENSG00000254650,0
ENSG00000166575,712
ENSG00000255547,4
ENSG00000137672,8
ENSG00000254830,0
ENSG00000137693,6258
ENSG00000234376,0
ENSG00000173120,1003
ENSG00000255316,0
ENSG00000255516,0
ENSG00000255486,0
ENSG00000254434,0
ENSG00000254939,0
ENSG00000170290,0
ENSG00000254436,0
ENSG00000270868,0
ENSG00000256916,0
ENSG00000248027,4
ENSG00000170962,270
ENSG00000254659,0
ENSG00000255205,0
ENSG00000255070,0
ENSG00000254604,11
ENSG00000166266,2630
ENSG00000168010,50
ENSG00000240652,0
ENSG00000286345,0
ENSG00000213252,4
